,year,month,day,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度)
586,2020,8,9,34353,31166,3187.0,10.23,330.87300000000005,304.27
587,2020,8,10,40137,36411,3726.0,10.23,368.57599999999996,338.941
588,2020,8,11,39551,35167,4384.0,12.47,364.26199999999994,334.975
589,2020,8,12,40807,36537,4270.0,11.69,366.707,337.222
590,2020,8,13,40952,36301,4651.0,12.81,369.798,340.065
591,2020,8,14,40963,35941,5022.0,13.97,367.91,338.329
592,2020,8,15,36145,31204,4941.0,15.83,334.23699999999997,307.36400000000003
593,2020,8,16,34343,29721,4622.0,15.55,316.353,290.918
594,2020,8,17,40123,35538,4585.0,12.9,359.30199999999996,330.413
595,2020,8,18,40515,36279,4236.0,11.68,369.635,339.915
596,2020,8,19,40865,36996,3869.0,10.46,375.789,345.575
597,2020,8,20,41202,36818,4384.0,11.91,377.483,347.13199999999995
598,2020,8,21,40685,36823,3862.0,10.49,375.7,345.49300000000005
599,2020,8,22,34383,30985,3398.0,10.97,338.211,311.018
600,2020,8,23,33542,30245,3297.0,10.9,318.72,293.093
601,2020,8,24,40178,36483,3695.0,10.13,366.58,337.105
602,2020,8,25,40885,37073,3812.0,10.28,380.91,350.284
603,2020,8,26,39623,35827,3796.0,10.6,372.356,342.418
604,2020,8,27,39652,35107,4545.0,12.95,362.279,333.15
605,2020,8,28,39394,35122,4272.0,12.16,359.13300000000004,330.25699999999995
606,2020,8,29,35312,31138,4174.0,13.4,336.531,309.473
607,2020,8,30,34763,30677,4086.0,13.32,326.306,300.069
608,2020,8,31,39916,35197,4719.0,13.41,357.894,329.119
609,2020,9,1,39898,35420,4478.0,12.64,383.77099999999996,369.066
610,2020,9,2,40360,36492,3868.0,10.6,394.351,379.24
611,2020,9,3,40285,35474,4811.0,13.56,387.89,373.026
612,2020,9,4,40850,35980,4870.0,13.54,385.407,370.639
613,2020,9,5,34680,30758,3922.0,12.75,349.952,336.542
614,2020,9,6,31794,27921,3873.0,13.87,318.214,306.02099999999996
615,2020,9,7,38299,33937,4362.0,12.85,358.541,344.80300000000005
616,2020,9,8,39289,35134,4155.0,11.83,381.31300000000005,366.70099999999996
617,2020,9,9,39546,35370,4176.0,11.81,384.185,369.464
618,2020,9,10,39693,35438,4255.0,12.01,384.465,369.733
619,2020,9,11,39682,35598,4084.0,11.47,383.295,368.60699999999997
620,2020,9,12,34694,31311,3383.0,10.8,354.311,340.735
621,2020,9,13,33054,30030,3024.0,10.07,332.81,320.058
622,2020,9,14,39358,35640,3718.0,10.43,379.18300000000005,364.653
623,2020,9,15,40037,36312,3725.0,10.26,390.733,375.76
624,2020,9,16,40254,36521,3733.0,10.22,394.45599999999996,379.341
625,2020,9,17,40570,36846,3724.0,10.11,398.272,383.01099999999997
626,2020,9,18,40622,36893,3729.0,10.11,396.819,381.61300000000006
627,2020,9,19,35803,32486,3317.0,10.21,364.619,350.648
628,2020,9,20,33402,29517,3885.0,13.16,336.463,323.57
629,2020,9,21,38959,34397,4562.0,13.26,367.00699999999995,352.94300000000004
630,2020,9,22,39362,34237,5125.0,14.97,368.721,354.592
631,2020,9,23,39461,34689,4772.0,13.76,371.842,357.594
632,2020,9,24,38959,33525,5434.0,16.21,366.11300000000006,352.083
633,2020,9,25,37286,32012,5274.0,16.48,352.631,339.119
634,2020,9,26,35642,31095,4547.0,14.62,340.662,327.60900000000004
635,2020,9,27,31297,26808,4489.0,16.75,303.48,291.85
636,2020,9,28,35668,31113,4555.0,14.64,337.096,324.178
637,2020,9,29,36005,31746,4259.0,13.42,346.19300000000004,332.92699999999996
638,2020,9,30,36008,30723,5285.0,17.2,336.98900000000003,324.075
639,2020,10,1,31043,26398,4645.0,17.6,321.699,274.61
640,2020,10,2,30535,27075,3460.0,12.78,321.406,274.36
641,2020,10,3,30966,27548,3418.0,12.41,327.144,279.258
642,2020,10,4,31872,28281,3591.0,12.7,331.756,283.194
643,2020,10,5,37047,32508,4539.0,13.96,369.536,315.444
644,2020,10,6,36139,31900,4239.0,13.29,366.95599999999996,313.241
645,2020,10,7,35407,31307,4100.0,13.1,361.379,308.48
646,2020,10,8,35531,30813,4718.0,15.31,358.24800000000005,305.808
647,2020,10,9,31793,27483,4310.0,15.68,329.94,281.643
648,2020,10,10,30682,27387,3295.0,12.03,321.67,274.585
649,2020,10,11,30519,27431,3088.0,11.26,319.611,272.827
650,2020,10,12,36424,33063,3361.0,10.17,371.07599999999996,316.759
651,2020,10,13,36854,33389,3465.0,10.38,381.32099999999997,325.504
652,2020,10,14,36790,32798,3992.0,12.17,378.80300000000005,323.355
653,2020,10,15,36608,32682,3926.0,12.01,378.46,323.061
654,2020,10,16,36679,32878,3801.0,11.56,377.055,321.863
655,2020,10,17,32108,28021,4087.0,14.59,339.70599999999996,289.981
656,2020,10,18,30516,26570,3946.0,14.85,314.197,268.205
657,2020,10,19,35551,31046,4505.0,14.51,351.80800000000005,300.311
658,2020,10,20,35876,31632,4244.0,13.42,362.755,309.655
659,2020,10,21,35676,32367,3309.0,10.22,371.917,317.47700000000003
660,2020,10,22,35543,31202,4341.0,13.91,361.32,308.43
661,2020,10,23,33701,29698,4003.0,13.48,346.754,295.997
662,2020,10,24,30683,26791,3892.0,14.53,319.17400000000004,272.453
663,2020,10,25,30151,26126,4025.0,15.41,305.322,260.629
664,2020,10,26,34595,31092,3503.0,11.27,349.126,298.02099999999996
665,2020,10,27,35071,31669,3402.0,10.74,362.462,309.405
666,2020,10,28,35429,31959,3470.0,10.86,365.469,311.972
667,2020,10,29,34978,31271,3707.0,11.86,362.44,309.387
668,2020,10,30,34479,30264,4215.0,13.93,351.49199999999996,300.041
669,2020,10,31,30482,26763,3719.0,13.9,319.096,272.388
0,2020,11,1,29696,26127,3569.0,13.66,315.009,243.61599999999999
1,2020,11,2,33953,30430,3523.0,11.58,355.62300000000005,275.025
2,2020,11,3,33163,29974,3189.0,10.64,358.644,277.361
3,2020,11,4,33339,29788,3551.0,11.92,356.69199999999995,275.85200000000003
4,2020,11,5,33663,30344,3319.0,10.94,361.24300000000005,279.371
5,2020,11,6,35055,31792,3263.0,10.26,372.57199999999995,288.133
6,2020,11,7,31405,28206,3199.0,11.34,345.528,267.218
7,2020,11,8,29547,25619,3928.0,15.33,310.401,240.05200000000002
8,2020,11,9,33448,29368,4080.0,13.89,343.95300000000003,266.0
9,2020,11,10,33402,29812,3590.0,12.04,352.444,272.567
10,2020,11,11,33320,29612,3708.0,12.52,352.902,272.921
11,2020,11,12,33593,30403,3190.0,10.5,358.26,277.064
12,2020,11,13,33559,30186,3373.0,11.17,359.44800000000004,277.983
13,2020,11,14,30510,27146,3364.0,12.39,332.423,257.08299999999997
14,2020,11,15,29565,26102,3463.0,13.27,314.09,242.905
15,2020,11,16,34111,30964,3147.0,10.16,358.815,277.493
16,2020,11,17,34607,31405,3202.0,10.2,371.73,287.481
17,2020,11,18,35177,31816,3361.0,10.56,374.50699999999995,289.629
18,2020,11,19,35383,32069,3314.0,10.33,378.469,292.693
19,2020,11,20,35666,32023,3643.0,11.38,378.608,292.801
20,2020,11,21,31603,28675,2928.0,10.21,350.72,271.233
21,2020,11,22,29650,26885,2765.0,10.28,327.598,253.352
22,2020,11,23,33976,30832,3144.0,10.2,360.709,278.95799999999997
23,2020,11,24,34084,30950,3134.0,10.13,368.37,284.883
24,2020,11,25,34797,31491,3306.0,10.5,371.834,287.562
25,2020,11,26,34573,31429,3144.0,10.01,372.56199999999995,288.124
26,2020,11,27,33669,30174,3495.0,11.58,362.449,280.303
27,2020,11,28,29814,26837,2977.0,11.09,328.575,254.107
28,2020,11,29,28529,25242,3287.0,13.02,304.6,235.565
29,2020,11,30,32437,29117,3320.0,11.4,338.718,261.952
30,2020,12,1,32814,29577,3237.0,10.94,355.298,228.896
31,2020,12,2,32582,29532,3050.0,10.33,358.116,230.71200000000002
32,2020,12,3,32478,29310,3168.0,10.81,356.471,229.65200000000002
33,2020,12,4,32466,29382,3084.0,10.5,356.93300000000005,229.95
34,2020,12,5,30262,26644,3618.0,13.58,330.35,212.824
35,2020,12,6,28297,25606,2691.0,10.51,313.723,202.113
36,2020,12,7,32832,29726,3106.0,10.45,353.586,227.793
37,2020,12,8,33028,29864,3164.0,10.59,362.161,233.31799999999998
38,2020,12,9,33229,30135,3094.0,10.27,363.903,234.44099999999997
39,2020,12,10,33283,30197,3086.0,10.22,365.77099999999996,235.644
40,2020,12,11,33050,29921,3129.0,10.46,363.68699999999995,234.30200000000002
41,2020,12,12,29946,26664,3282.0,12.31,334.444,215.46200000000002
42,2020,12,13,28289,25459,2830.0,11.12,313.41200000000003,201.912
43,2020,12,14,32639,29617,3022.0,10.2,351.11800000000005,226.203
44,2020,12,15,32714,29702,3012.0,10.14,360.434,232.205
45,2020,12,16,32818,29798,3020.0,10.14,361.579,232.94299999999998
46,2020,12,17,32878,29878,3000.0,10.04,360.959,232.543
47,2020,12,18,32849,29802,3047.0,10.22,362.666,233.644
48,2020,12,19,29790,26743,3047.0,11.39,334.625,215.578
49,2020,12,20,29274,25658,3616.0,14.09,313.192,201.771
50,2020,12,21,32722,29650,3072.0,10.36,352.85699999999997,227.324
51,2020,12,22,33107,29908,3199.0,10.7,361.059,232.608
52,2020,12,23,33388,30312,3076.0,10.15,365.98,235.778
53,2020,12,24,33402,29857,3545.0,11.87,362.99199999999996,233.854
54,2020,12,25,32717,29299,3418.0,11.67,358.124,230.718
55,2020,12,26,29798,26732,3066.0,11.47,332.353,214.115
56,2020,12,27,28846,25977,2869.0,11.04,315.72,203.399
57,2020,12,28,32626,29491,3135.0,10.63,351.88699999999994,226.699
58,2020,12,29,33114,30020,3094.0,10.3,362.574,233.584
59,2020,12,30,32211,29093,3118.0,10.72,353.86699999999996,227.975
60,2020,12,31,31598,28444,3154.0,11.09,350.244,225.64
61,2021,1,1,28487,25720,2767.0,10.76,311.468,212.06099999999998
62,2021,1,2,28421,25485,2936.0,11.52,304.952,207.625
63,2021,1,3,28513,25476,3037.0,11.92,299.77099999999996,204.09799999999998
64,2021,1,4,32766,29734,3032.0,10.2,342.273,233.03599999999997
65,2021,1,5,33117,30050,3067.0,10.21,353.795,240.88
66,2021,1,6,33429,30327,3102.0,10.23,357.158,243.17
67,2021,1,7,33602,30500,3102.0,10.17,360.57800000000003,245.498
68,2021,1,8,33518,30412,3106.0,10.21,364.834,248.395
69,2021,1,9,31269,28068,3201.0,11.41,342.185,232.976
70,2021,1,10,30161,27255,2906.0,10.66,320.948,218.516
71,2021,1,11,33772,30679,3093.0,10.08,359.358,244.667
72,2021,1,12,33749,30633,3116.0,10.17,366.61400000000003,249.607
73,2021,1,13,33108,29994,3114.0,10.38,361.441,246.085
74,2021,1,14,33153,30021,3132.0,10.43,358.668,244.19799999999998
75,2021,1,15,32864,29555,3309.0,11.2,355.32199999999995,241.92
76,2021,1,16,30167,27121,3046.0,11.23,331.785,225.894
77,2021,1,17,29746,26712,3034.0,11.36,314.254,213.959
78,2021,1,18,33095,29938,3157.0,10.55,347.884,236.856
79,2021,1,19,33148,29990,3158.0,10.53,355.67199999999997,242.158
80,2021,1,20,33134,29984,3150.0,10.5,356.12699999999995,242.467
81,2021,1,21,33359,30285,3074.0,10.15,355.76199999999994,242.21900000000002
82,2021,1,22,33192,30095,3097.0,10.29,358.199,243.87900000000002
83,2021,1,23,30421,27218,3203.0,11.77,332.548,226.41400000000002
84,2021,1,24,28790,25717,3073.0,11.95,307.45799999999997,209.331
85,2021,1,25,33063,29794,3269.0,10.97,341.76599999999996,232.69
86,2021,1,26,33152,29933,3219.0,10.75,351.528,239.33599999999998
87,2021,1,27,32652,29588,3064.0,10.36,349.069,237.66299999999998
88,2021,1,28,32843,29557,3286.0,11.12,350.657,238.74400000000003
89,2021,1,29,32472,29269,3203.0,10.94,348.035,236.958
90,2021,1,30,30109,26662,3447.0,12.93,325.481,221.602
91,2021,1,31,28364,25458,2906.0,11.41,304.697,207.451
